ABBR,layer,head,ac_answer_logprob_diff,ac_primary_lp,ac_alt_lp,ac_kl_div,ac_normalized,ac_ie,ca_answer_logprob_diff,ca_primary_lp,ca_alt_lp,ca_kl_div,ca_normalized,ca_ie,aa_ie,cc_ie,bidirectional_ie,ac_count,ca_count,bie_count
ACL,2,28,-0.6904296875,-1.013671875,-0.3232421875,0.0018906563299527425,0.00030698342881735384,0.0,1.728515625,-0.755859375,-2.484375,0.0005840541353640224,0.002656574709829919,-0.0078125,-0.01171875,0.0205078125,0.0078125,2,2,2
ACL,2,29,-0.6875,-1.015625,-0.328125,0.001887143796159395,0.0008683057541789888,0.0029296875,1.72265625,-0.75390625,-2.4765625,0.0015498850411342856,0.006439742410303588,-0.013671875,-0.009765625,0.0224609375,0.0166015625,2,2,2
ACL,2,30,-0.6904296875,-1.015625,-0.3251953125,0.0036176854270687777,-0.00112560590566363,0.0,1.736328125,-0.748046875,-2.484375,0.001807058012421532,0.00020465561921156916,0.0,-0.017578125,0.0146484375,0.0,2,2,2
ACL,2,31,-0.7080078125,-1.01953125,-0.3115234375,0.0033485157094162985,-0.008381996622853254,-0.017578125,1.74609375,-0.73828125,-2.484375,0.0006960317887213809,-0.004395160388148136,0.009765625,-0.021484375,0.0185546875,-0.02734375,2,2,2
ACL,3,0,-0.703125,-1.01953125,-0.31640625,0.0027323134161836215,-0.006082088619173402,-0.0126953125,1.734375,-0.75,-2.484375,0.000739925827666603,0.000715307582260372,-0.001953125,-0.015625,0.02734375,-0.0107421875,2,2,2
ACL,3,1,-0.6796875,-1.0078125,-0.328125,0.005070692740536517,0.0035248804640089075,0.0107421875,1.720703125,-0.755859375,-2.4765625,0.0031664076080416964,0.006541083134929252,-0.015625,-0.017578125,-0.009765625,0.0263671875,2,2,2
ACL,3,2,-0.6826171875,-1.009765625,-0.3271484375,0.0018964825858117044,0.00357752499628198,0.0078125,1.724609375,-0.759765625,-2.484375,0.0017677632890735853,0.004496501112773801,-0.01171875,-0.009765625,0.0068359375,0.01953125,2,2,2
ACL,3,3,-0.66796875,-1.00390625,-0.3359375,0.004426752335472791,0.008226037195994278,0.0224609375,1.71484375,-0.75390625,-2.46875,0.0004966747861784199,0.0084823502624988,-0.021484375,-0.013671875,0.025390625,0.0439453125,2,2,2
ACL,3,4,-0.6845703125,-1.005859375,-0.3212890625,0.0010840006437963761,0.0026575617948100387,0.005859375,1.748046875,-0.744140625,-2.4921875,0.002301225531537295,-0.005519779208831647,0.01171875,-0.001953125,0.0244140625,-0.005859375,2,2,2
ACL,3,5,-0.6767578125,-1.0,-0.3232421875,0.003354438188813097,0.004597841837399466,0.013671875,1.720703125,-0.755859375,-2.4765625,0.002471949302034032,0.006541083134929252,-0.015625,-0.017578125,0.0087890625,0.029296875,2,2,2
