source_layer,source_head,downstream_layer_count,M_plus_AC,M_plus_CA,M_plus_residual,I_AC,I_CA,I_residual
20,23,12,0.01260231958435251,0.011034339063191586,0.011818329323772048,0.006663695099788924,0.006348508393421071,0.006506101746604998
20,24,12,0.014168589741912756,0.012525378168617372,0.013346983955265066,0.008466813298355191,0.00792017486928671,0.008193494083820951
20,25,12,0.013712943625980146,0.012009340699668414,0.012861142162824279,0.007124257599934935,0.0064476813929559285,0.006785969496445432
20,26,12,0.014274611673492405,0.012100599787595456,0.01318760573054393,0.0073816077341462005,0.006839206712947998,0.007110407223547099
20,27,12,0.01647855312389493,0.014661655920664887,0.015570104522279903,0.01119885266921301,0.010695106127604959,0.010946979398408985
20,28,12,0.013662534374219484,0.011636208899623286,0.012649371636921383,0.007025555966720276,0.00649217858119755,0.006758867273958913
20,29,12,0.014058557033803253,0.011728920005803426,0.012893738519803341,0.006939855418204388,0.006289749521647537,0.006614802469925962
20,30,12,0.014589117294327755,0.011624844643416546,0.013106980968872148,0.0073609558829048185,0.0068380276327161486,0.007099491757810484
20,31,12,0.013976360147351366,0.011984620098147124,0.012980490122749244,0.007233810051764067,0.00634203749716562,0.006787923774464844
21,0,11,0.0129169047247585,0.010824513925948312,0.011870709325353406,0.01719303985410079,0.0067431037761934935,0.011968071815147141
21,1,11,0.01382142120535057,0.012530703354382344,0.013176062279866453,0.017943157799300023,0.008384991063758207,0.013164074431529116
21,2,11,0.013794201330954986,0.011662623033353598,0.012728412182154288,0.017893713864850724,0.00813608825646952,0.013014901060660122
21,3,11,0.01666943899553653,0.014275820606170763,0.015472629800853647,0.021331923143634413,0.013648777219896147,0.017490350181765278
21,4,11,0.013365212464443941,0.012012865743540406,0.012689039103992172,0.01763079991169434,0.008310747165342035,0.012970773538518188
21,5,11,0.014053744877482382,0.011787054970125155,0.01292039992380377,0.017901378973056124,0.007777153730921782,0.012839266351988954
21,6,11,0.014186217418000007,0.012273433046873998,0.013229825232437003,0.01770178757597023,0.008668662621084877,0.013185225098527553
21,7,11,0.014035646916754919,0.012115230179383927,0.013075438548069423,0.017987608540715884,0.008393440230793203,0.013190524385754543
21,8,11,0.015836858466133592,0.01440033538246026,0.015118596924296927,0.01984923949231927,0.009868101994652535,0.014858670743485902
21,9,11,0.019518773460652037,0.01620174367208294,0.017860258566367488,0.024570738331885878,0.015483398004607806,0.020027068168246842
21,10,11,0.027317337397338094,0.025303090152357818,0.026310213774847956,0.03658141163396067,0.02653270287119085,0.03155705725257576
21,11,11,0.009488643543926723,0.007868750328119425,0.008678696936023073,0.012944655369767587,0.003393754940952931,0.00816920515536026
21,12,11,0.015235693535014794,0.012653147184484355,0.013944420359749575,0.018010798307125243,0.008106749853186556,0.0130587740801559
21,13,11,0.013633831292189818,0.012031067027255787,0.012832449159722802,0.017907095342297907,0.00807132981782388,0.012989212580060893
21,14,11,0.013189942940025711,0.011118878620553378,0.012154410780289544,0.017469998950446097,0.007415437759482302,0.012442718354964199
21,15,11,0.0134658230465704,0.011690559721516407,0.012578191384043404,0.017882771815209253,0.00818826336640086,0.013035517590805058
21,16,11,0.014086291742790968,0.011852025427948443,0.012969158585369704,0.017758002997379663,0.008194227430590218,0.01297611521398494
